position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
163,La Barca,Los Tres Caballeros,Los Tres Caballeros,3:18,198,3LzhNxYNRvs,INDIFFERENT,False
164,En Tu Almohada,Hernando Avilés,Los Panchos en la Voz de Hernando Avilés,2:50,170,tShlF67KrEc,INDIFFERENT,False
165,No me platiques,Pedro Infante,Serenata con Pedro Infante,3:19,199,afImH2U9wtk,INDIFFERENT,False
166,Te Amaré Toda la Vida,Trío Fantasía,Bolerísimo,2:48,168,hePsEn8H1uQ,INDIFFERENT,False
167,Carta Fatal,Los Jaibos,El Disco de Oro,2:57,177,E7HfAjjcXDE,INDIFFERENT,False
168,Cerezo rosa,Los Tecolines,Serenata con Los Tecolines,3:04,184,1QvZ-sgigwQ,INDIFFERENT,False
169,María Bonita,Agustín Lara,The Originals - Agustin Lara Sings His Songs,3:23,203,No9jQcKcSwQ,INDIFFERENT,False
170,Amor de Pobre,Miltinho,Amor de Pobre,2:55,175,1qeXtYxVyGs,INDIFFERENT,False
171,Ocultame Esos Ojos,Antonio Tormo,Música Pa' Tomar Guaro,2:58,178,g7HY_qbwYh0,INDIFFERENT,False
172,Molino Rojo,Hernando Avilés y Su Cuarteto,Romanticamente Trios Vol. 9,2:44,164,-iIcWwSYf_4,INDIFFERENT,False
173,Corazón de Melón,Los Panchos,Bésame Mucho,2:36,156,f_E5MgeiOWs,INDIFFERENT,False
174,¿Qué Se Siente Que Me Gustes Tanto?,"Daniel, Me Estás Matando",¿Qué Se Siente Que Me Gustes Tanto?,3:06,186,4MzpHdOEM2g,INDIFFERENT,False
175,Amor Mio,Los Tres Diamantes,"Recordando a Los Tres Diamantes, Vol. 2",3:09,189,5rDGvvqt9b0,INDIFFERENT,False
176,El Carretero,Guillermo Portabales,Aquellas Lindas Melodias,3:13,193,v3ODOcu6Fwo,INDIFFERENT,False
177,Sin un Amor (Los Tres Reyes),Los Tres Reyes,Sin un Amor (Los Tres Reyes),3:06,186,Rg3ANFP0RWk,INDIFFERENT,False
178,Cuando Vuelva a Tu Lado,Eydie Gormé,Here Comes... Eydie Gormé!,2:40,160,f5mg2LtFINY,INDIFFERENT,False
179,Nunca vas a comprender,"Elisabeth Roma, Rita Payés",Nunca vas a comprender,4:05,245,SdWTzpe_eWU,INDIFFERENT,False
180,No Me Platiques Ya,Los Tres Ases,Romanticamente Trios Vol. 9,2:51,171,ykGS-1lg7Ds,INDIFFERENT,False
181,Contigo,Diego Barrera Requintista,Contigo,3:07,187,TVnV4eSlr80,INDIFFERENT,False
182,Yo Tambien Tuve 20 Anos,Dueto Remembranzas,"20 Joyas de la Musica Colombiana, Vol. 1",3:12,192,i3nsavBTk8w,INDIFFERENT,False
183,Toda una Vida,Kika Edgar,Solo Boleros,3:03,183,iWMxheI-FFI,INDIFFERENT,False
184,Amor de Mis Amores,Omara Portuondo,Flor de Amor,3:24,204,HgAxDBH6gXs,INDIFFERENT,False
185,De Hinojos,Julio Jaramillo,Recordando A…,2:51,171,YBG1uKjO1X4,INDIFFERENT,False
186,El Último Beso,Alci Acosta,Y Siguen Los Éxitos,2:45,165,ymiP2yondCc,INDIFFERENT,False
187,La Malagueña,Miguel Aceves Mejía,Lo Mejor De Lo Mejor De RCA Victor,3:53,233,nKw1R9qAENQ,INDIFFERENT,False
188,Te Odio y Te Quiero (En Vivo),"Victor Yturbe ""El Piruli""",De Colección (Vol. 4 ) (En Vivo),3:28,208,ciNLwQKSk-4,INDIFFERENT,False
189,Bésame (Cnt. 1:1),Darviin,Cantares,3:57,237,K-Y3afQINFA,INDIFFERENT,False
190,La Gloria Eres Tú,Pedro Infante,Serenata,1:30,90,kP11Oh1KpSA,INDIFFERENT,False
191,Mis Harapos,Armando Moreno,La Canción del Soltero,3:03,183,DZQYdLUpopY,INDIFFERENT,False
192,Noches de Bocagrande,Trio Martino,"Tres Tríos Que Hicieron Historia, Vol. 1",3:02,182,JsrHlERuo-c,INDIFFERENT,False
